"long" "lat" "m" "sd" "num"
"1" 0.945675267830491 0.453328867028002 230.620949015801 4.86473488288508 2400
"2" 0.0880770602738485 0.124484221509192 227.117715673955 4.75915825195583 2300
"3" 0.305898023778573 0.552314253699034 238.900686044754 5.6317176429705 3200
"4" 0.504403253960889 0.0683625773848034 221.631260710614 1.39555408112213 200
"5" 0.324979979600292 0.80904241356859 244.249439605211 4.29240033032527 1900
"6" 0.299290528605692 0.717545823352411 243.639379301432 4.76472254307326 2300
"7" 0.951947030221578 0.98703273034282 237.994574184872 2.02824444992904 500
"8" 0.77454710432142 0.974602520118933 241.754299784139 1.1551952713916 200
"9" 0.715387494571507 0.668008647395298 231.888471373272 3.44748365374697 1200
"10" 0.241206104572862 0.251795344699174 239.271422038851 6.31072673776778 4000
"11" 0.995338391802739 0.778842642701231 230.131632252006 0.643688081676006 100
"12" 0.501844888048712 0.666480745258741 234.40489214286 4.995114639919 2500
"13" 0.560923348401673 0.375564982673153 239.793397193998 6.31992875134588 4100
"14" 0.4047754441211 0.70646655151248 239.103545794033 5.14420295001194 2700
"15" 0.517088010005187 0.762846213025972 237.679661118446 4.61148744162215 2200
"16" 0.839845964371692 0.994795839237981 241.151117686356 1.35528310775162 200
"17" 0.920454649296589 0.925539623246063 233.343611550831 2.39385802142987 600
"18" 0.335159205863252 0.567398679357488 237.386219492883 5.63627037317985 3200
"19" 0.470763834385667 0.0994546341388486 222.271540607489 1.81392651932626 400
"20" 0.163090493567288 0.714611019338016 244.533990871173 4.8298766170986 2400
"21" 0.484340281052515 0.0318283737446181 222.221420500818 1.60213432250179 300
"22" 0.107087373347022 0.412792749884538 251.947938483797 0.0819150490662018 100
"23" 0.712587666638196 0.233240655542351 223.262999691426 4.19085609342568 1800
"24" 0.539526816313155 0.922595542709809 239.709626578711 2.93308339894129 900
"25" 0.746764390371274 0.91490439058328 239.6003244781 2.19995601602435 500
"26" 0.382828738582321 0.061806699547451 223.633015261838 2.41773001124468 600
"27" 0.430049656790216 0.106256563606206 222.578381261301 2.09204719114604 500
"28" 0.537001048063394 0.246515856296755 223.295305481555 4.05779044821781 1700
